Journal,Title,Link,Category
QJE,The Effects of Foreign Multinationals on Workers and Firms in the United States,https://doi.org/10.1093/qje/qjab015,Production Function
QJE,Measuring the Equilibrium Impacts of Credit: Evidence from the Indian Microfinance Crisis,https://doi.org/10.1093/qje/qjab016,Production Function
QJE,Micro MPCs and Macro Counterfactuals: The Case of the 2008 Rebates,https://doi.org/10.1093/qje/qjaf015,Production Function
QJE,Wages and Human Capital in the U.S. Finance Industry: 1909–2006*,https://doi.org/10.1093/qje/qjs030,Production Function
QJE,"The More We Die, The More We Sell? A Simple Test of the Home-Market Effect",https://doi.org/10.1093/qje/qjz003,Production Function
QJE,Moving to Opportunity in Boston: Early Results of a Randomized Mobility Experiment,https://doi.org/10.1162/00335530151144113,Production Function
QJE,The Turning Point in the Japanese Economy,https://doi.org/10.2307/1879513,Production Function
QJE,Marriage Institutions and Sibling Competition: Evidence from South Asia*,https://doi.org/10.1093/qje/qjt011,Production Function
QJE,Generating Skilled Self-Employment in Developing Countries: Experimental Evidence from Uganda,https://doi.org/10.1093/qje/qjt057,Production Function
QJE,"Technological Innovation, Resource Allocation, and Growth",https://doi.org/10.1093/qje/qjw040,Production Function
QJE,Diversification Through Trade,https://doi.org/10.1093/qje/qjz028,Production Function
QJE,Worker Beliefs About Outside Options,https://doi.org/10.1093/qje/qjae001,Production Function
QJE,Trust and Social Collateral,https://doi.org/10.1162/qjec.2009.124.3.1307,Production Function
QJE,Portage and Path Dependence,https://doi.org/10.1093/qje/qjs011,Production Function
QJE,Economic Agents as Imperfect Problem Solvers,https://doi.org/10.1093/qje/qjac027,Production Function
QJE,Competition and Relational Contracts in the Rwanda Coffee Chain,https://doi.org/10.1093/qje/qjaa048,Production Function
QJE,Financial Market Risk Perceptions and the Macroeconomy,https://doi.org/10.1093/qje/qjaa009,Production Function
QJE,The Aggregate Effect of School Choice: Evidence from a Two-Stage Experiment in India,https://doi.org/10.1093/qje/qjv013,Production Function
QJE,The Harvard Department of Economics from the Beginning to World War II,https://doi.org/10.2307/1885870,Production Function
QJE,Labor Markets and Poverty in Village Economies,https://doi.org/10.1093/qje/qjx003,Production Function
QJE,"Information, Misallocation, and Aggregate Productivity",https://doi.org/10.1093/qje/qjw006,Production Function
QJE,Who’s Afraid of the Minimum Wage? Measuring the Impacts on Independent Businesses Using Matched U.S. Tax Returns,https://doi.org/10.1093/qje/qjaf053,Production Function
QJE,The Economic Consequences of Increasing Sleep Among the Urban Poor,https://doi.org/10.1093/qje/qjab013,Production Function
QJE,Does Movie Violence Increase Violent Crime?,https://doi.org/10.1162/qjec.2009.124.2.677,Production Function
QJE,Railroads and American Economic Growth: A “Market Access” Approach,https://doi.org/10.1093/qje/qjw002,Production Function
QJE,Rare Disasters and Exchange Rates,https://doi.org/10.1093/qje/qjv040,Production Function
QJE,Capital Accumulation and Structural Transformation,https://doi.org/10.1093/qje/qjz044,Production Function
QJE,Love and Money: A Theoretical and Empirical Analysis of Household Sorting and Inequality,https://doi.org/10.1162/0033553053327498,Production Function
QJE,Hours and Wages,https://doi.org/10.1093/qje/qjac005,Production Function
QJE,Distributional National Accounts: Methods and Estimates for the United States,https://doi.org/10.1093/qje/qjx043,Production Function
QJE,Strategic Default in the International Coffee Market,https://doi.org/10.1093/qje/qjz004,Production Function
QJE,A Unified Theory of Firm Selection and Growth,https://doi.org/10.1093/qje/qjv039,Production Function
QJE,The Impacts of Neighborhoods on Intergenerational Mobility II: County-Level Estimates,https://doi.org/10.1093/qje/qjy006,Production Function
QJE,The Economic Impacts of COVID-19: Evidence from a New Public Database Built Using Private Sector Data,https://doi.org/10.1093/qje/qjad048,Production Function
QJE,Was Weber Wrong? A Human Capital Theory of Protestant Economic History,https://doi.org/10.1162/qjec.2009.124.2.531,Production Function
QJE,The Diffusion of New Technologies,https://doi.org/10.1093/qje/qjaf002,Production Function
QJE,Frontier Knowledge and Scientific Production: Evidence from the Collapse of International Science,https://doi.org/10.1093/qje/qjx046,Production Function
QJE,Income Segregation and Intergenerational Mobility Across Colleges in the United States,https://doi.org/10.1093/qje/qjaa005,Production Function
QJE,The Making of the Modern Metropolis: Evidence from London,https://doi.org/10.1093/qje/qjaa014,Production Function
QJE,Supply Chain Disruptions: Evidence from the Great East Japan Earthquake,https://doi.org/10.1093/qje/qjaa044,Production Function
QJE,Old Boys’ Clubs and Upward Mobility Among the Educational Elite,https://doi.org/10.1093/qje/qjab047,Production Function
QJE,Monetary Policy and Sovereign Risk in Emerging Economies (NK-Default),https://doi.org/10.1093/qje/qjag012,Production Function
